concept,PD,id_annot,created_at,content,label_1,label_2,label_3
POPULAR,quartier populaire,64,2025-03-17 06:37:55+00:00,"ils vont en profiter pour imposer leur moitié d'élèves issus de "" quartiers populaires "" pour niveler le niveau avec le public, merci bayrou d'avoir couvert ces saloperies",xenophobic,xenophobic,xenophobic
POPULAR,quartier populaire,163,2025-03-23 18:36:36+00:00,"vous prétendez défendre l’universalisme et combattre l’extrême droite en diffusant des éditos anonymes remplis de préjugés racistes sur les populations des quartiers populaires ? honte à vous, vous venez de perdre un abonné de longue date",none of the above,none of the above,none of the above
POPULAR,classe populaire,69,2025-04-10 06:08:05+00:00,"« après le grand déclassement, les classes populaires sont en train de connaître le grand effacement et les zfe et l'interdiction des appartements classés g y participent. on chasse les milieux modestes des centres-villes et on criminalise la pauvreté. c'est à vomir !»",xenophobic,none of the above,none of the above
POPULAR,classe populaire,63,2025-04-16 20:35:13+00:00,"le racisme anti-blancs fait exploser la grille de lecture marxiste de bégaudeau, c'est classe populaire de souche contre ""classe populaire"" immigrée.",xenophobic,xenophobic,xenophobic
POPULAR,classe populaire,65,2025-04-16 20:35:13+00:00,"le racisme anti-blancs fait exploser la grille de lecture marxiste de bégaudeau, c'est classe populaire de souche contre ""classe populaire"" immigrée.",xenophobic,xenophobic,xenophobic
POPULAR,quartier populaire,165,2025-04-17 22:00:56+00:00,"et de santé publique massives, la lutte contre la précarité et l’exclusion dans les quartiers populaires etc etc… les habitants des quartiers populaires ne sont pas les rats de laboratoire des politiques inefficaces, relevant du contrôle social et du coup de comm’ de la droite",none of the above,none of the above,none of the above
POPULAR,classe populaire,66,2025-04-21 17:55:33+00:00,les dirigeants de grande bretagne pratiquent un génocide social sur la classe populaire qu'ils veulent remplacer.,xenophobic,none of the above,none of the above
POPULAR,classe populaire,68,2025-04-23 15:07:06+00:00,"avant j'habitais dans un quartier de lille très populaire, avec plein de bistrots et une vraie vie de quartier, lille five. aujourd'hui c'est complètement islamisé, à partir de 19h il n'y a plus une seule femme dans les rues (alors que c'est rempli d'étudiantes).",islamophobic,islamophobic,islamophobic
POPULAR,quartier populaire,67,2025-04-28 07:20:29+00:00,union des démocrates musulmans français udmf est aujourd'hui la force politique la plus vive issue des quartiers populaires et de ceux qui ne sont toujours pas considérés comme des citoyens à part entière ils se structurent ...,none of the above,none of the above,none of the above
POPULAR,quartier populaire,70,2025-04-30 16:03:01+00:00,"les banlieusards sont à paris ! des faubourgs du xixe siècle aux grands ensembles, le musée national de l’histoire de l’immigration, situé dans le palais de la porte dorée, consacre une grande exposition aux banlieues populaires.",xenophobic,none of the above,none of the above
ROOT,racine,180,2024-03-08 18:29:52+00:00,"🟣 c'est un cortège de sororité et de lutte qui parcourait albi cet après-midi à l'occasion de la journée internationale de lutte pour les droits des femmes. patron, patrie patriarcat, mêmes racines même combat ! ✊💜",none of the above,none of the above,none of the above
ROOT,racine,174,2024-06-15 19:28:59+00:00,"""l'islamo-gauchisme"", le nouveau ""judéo-bolchevisme"". vos racines nazis réapparaissent.",none of the above,none of the above,none of the above
ROOT,racine,176,2024-07-03 07:23:05+00:00,"nous devons nous mobiliser afin de battre cette extrême droite violente, qui s'attaque aux droits des français.e.s,qui est raciste jusque dans ses racines, qui ne prône que la haine",none of the above,none of the above,none of the above
ROOT,racine,172,2024-09-16 10:28:30+00:00,"l'allemagne revient à ses racines racistes. pour rappel, les frontières c'est raciste ! on ne doit pas faire de distinctions entre les êtres humains !",none of the above,none of the above,none of the above
ROOT,racine,171,2024-09-17 09:31:03+00:00,"comme si être noir en france te rendait automatiquement redevable auprès de l'humanité. mais c'est quoi ce truc ?! la france dans laquelle vous pensez être, n'est vraiment pas faite ainsi. ce n'est ni son histoire ni ses racines.",none of the above,xenophobic,none of the above
ROOT,enracinement,72,2025-02-27 10:24:36+00:00,"cet enracinement ne se limite pas à la seule appartenance géographique, mais englobe aussi la profession, la culture et l’héritage spirituel. de même qu’un arbre dont les racines sont rongées tombe au moindre choc, l’homme déraciné devient vulnérable aux idéologies destructrices.",xenophobic,none of the above,none of the above
ROOT,racine,73,2025-02-28 00:05:01+00:00,tout dans cette exposition est une insulte à l’identité française. le message est clair : la france éternelle aux racines chrétiennes doit disparaître au profit d’une nouvelle france métissée par l’immigration et l’islam. le gauchisme détruit tout. c’est inacceptable.,xenophobic,xenophobic,islamophobic
ROOT,racine,179,2025-04-04 10:35:15+00:00,"de sa fondation par des collaborationistes et des waffen-ss à sa direction actuelle, le rassemblement national n’a jamais renié ses racines. ne laissez pas son soutien au gouvernement génocidaire israélien vous tromper : ils détestent simplement encore plus les arabes que les juifs. derrière le vernis, la crasse est toujours la même. comptez sur nous pour vous en débarrasser !",none of the above,none of the above,none of the above
ROOT,enraciné,78,2025-04-08 00:21:28+00:00,"jean-yves le gallou souhaite une france homogène, blanche, enracinée, où l'identiténationale serait culturelle et biologique. cette vision ethno-identitaire, proche du modèle japonais, est-elle compatible avec l'histoire et la réalité française ?",xenophobic,none of the above,none of the above
ROOT,racine,79,2025-04-16 21:01:38+00:00,"la france n'est pas monothéiste, non à ta religion de merde venue de l'orient ! dehors les envahisseurs qui dénaturent nos belles traditions et nos racines ! vive cernunnos, teutatès et taranis ! tu peux dégager au vatican si t'es pas content.",islamophobic,none of the above,none of the above
ROOT,racine,175,2025-04-19 18:45:19+00:00,c’est quel genre de répartie ça ? c’est du racisme pur et simple ! et une personne dans le droit chemin n’a rien à voir avec l’intolérance et le racisme qui sont les racines du mal! tu t’inventes des ennemis parce que t’as pas d’amis. on récolte ce qu’on sème donc assume !,none of the above,none of the above,none of the above
ROOT,racine,173,2025-04-22 15:37:50+00:00,"le rn, en tant que héritier du front national de jean-marie le pen a gardé certains aspects essentiels de celui-ci, qui plonge ses racines dans le régime de vichy et la collaboration.",none of the above,none of the above,none of the above
ROOT,racine,177,2025-04-22 23:49:30+00:00,"je ne partage pas votre point de vue, athée et attaché à notre la laïcité, la religion catholique fait partie intégrante de nos racines et de notre histoire. vouloir gommer ce lien est absurde. de même que renommer les vacances : 👉 noël en hiver 👉 pâques en printemps",none of the above,xenophobic,none of the above
ROOT,racine,74,2025-04-23 12:50:18+00:00,"la france n'a jamais été aussi belle, puissante et respectée que lorsqu'elle louait ses racines chrétiennes. seul un retour à nos racines fera barrage à l'islam. ce n'est pas 3 pelées d'apostats qui font du fric sur les réseaux ou la laïcité qui nous sauveront.",islamophobic,islamophobic,islamophobic
ROOT,racine,75,2025-04-23 17:03:41+00:00,malheureusement l'histoire nous a montré que la france n'a su être une grande nation que lorsqu'elle louait ses racines chrétiennes. et face à l'islam galopant la laïcité n'est qu'une porte de service.,islamophobic,islamophobic,islamophobic
ROOT,racine,178,2025-04-23 19:40:10+00:00,"l’extrémisme qu’il soit juif, catholique ou musulman est à condamner. cela ne remet pas en cause nos racines judéo-chrétiennes et notre lutte contre l’islamisme.",none of the above,islamophobic,none of the above
ROOT,racine,71,2025-04-25 15:08:42+00:00,"""ma plus grande inquiétude, c'est que l'europe a perdu le sens de ses origines. elle a perdu ses racines. or, un arbre qui n'a pas de racines meurt. et j'ai peur que l'occident meurt."" cardinal robert sarah.",xenophobic,islamophobic,none of the above
ROOT,enraciné,80,2025-04-27 08:45:06+00:00,"vous vivez en france depuis 2 générations. nous, on y est enracinés depuis 1000 ans. et les prénoms restent l'empreinte de votre identité. au final les maghrébins de l'étranger restent des maghrebins, la seule communauté qui ne veut pas s'assimiler au pays qui les accueille.",xenophobic,xenophobic,xenophobic
ROOT,racine,76,2025-04-27 09:39:21+00:00,"face à la « diversité », la france doit-elle imposer ses racines chrétiennes ?",xenophobic,none of the above,xenophobic
ROOT,racine,77,2025-04-29 07:12:22+00:00,"si tu n’arrives pas à comprendre que ce n’est pas par ce que la majorité des français sont athées qu’ils nient leurs racines chrétiennes, c’est que tu n’est pas français mais citoyen français. un français le sait et n’a pas besoin qu’on lui explique.",xenophobic,xenophobic,xenophobic
WOKE,wokisme,186,2024-08-05 17:54:24+00:00,"mais justement le wokisme n’a pas intérêt à faire croire que c’est une femme alors que c’est homme. le wokisme veut promouvoir la transidentité, soit le changement de genre. là tu fais le jeu du wokisme totalement.",none of the above,anti-left,anti-left
WOKE,woke,182,2024-09-13 17:28:19+00:00,wah ! le figaro devient woke : il soutient les droits des femmes et donne la parole aux réfugiés … bientôt un stand à la fête de l’humanité ?,none of the above,anti-left,anti-left
WOKE,woke,184,2024-12-28 23:22:39+00:00,"il est à 2 doigts de lui aussi qualifié la gauche de woke, ce petit homme prêt à tout pour reconquérir l’électorat rn",none of the above,none of the above,none of the above
WOKE,woke,82,2025-03-07 21:43:47+00:00,les débats à l’assemblée nationale vont être drôles pour une fois les sous entendus et combat entre woke et la droite traditionnelle vont être comiques 😂😂,anti-left,anti-left,anti-left
WOKE,wokiste,190,2025-03-12 16:49:22+00:00,les chercheurs et les profs ces fameux wokistes ! les prochains c'est les soignants et le service public. quelle belle manière de se retrouver en quelques mois dans un dictature fasciste en traitant tous le monde wokiste !,none of the above,none of the above,anti-left
WOKE,wokisme,188,2025-03-14 19:04:27+00:00,le wokisme est une construction ... le pouvoit a besoin d un bouc émissaire ... et vous vous faites piéger... on doit pouvoir discuter des droits de chacun ... minorités comprises...,none of the above,none of the above,none of the above
WOKE,woke,90,2025-03-20 09:24:33+00:00,"ces gauchistes sont tellement habitués à vivre sous perfusion d'argent public que pour eux, si l'état ne veut pas de leur bouillie woke merdique, c'est de la censure. on en est la en france en 2025.",anti-left,anti-left,anti-left
WOKE,wokiste,84,2025-03-21 16:33:17+00:00,"accepter qu'une religion soumette la femme, bien lui montrer droit dans les yeux qu'elle est inférieure à l'homme. en bref, le féminisme... des wokistes, de la gauche. l'islam est une idéologie anti-femme et terroriste.",islamophobic,anti-left,islamophobic
WOKE,wokiste,87,2025-03-31 08:29:22+00:00,"« être résident fiscal français va-t-il devenir un grand danger ? » 👉 ça fait environ dix ans que je vie dans des milieux d’affaires et d’argent pour être clair, et depuis deux ans (et davantage aujourd’hui) je rencontre des personnes qui étudient maintes possibilités en vue de quitter le pays : soit la france se relève, soit il n’en restera que ce qui l’éteint, socialisme dictatorial et dérive wokiste ! itw :",anti-left,anti-left,anti-left
WOKE,wokiste,89,2025-04-04 21:00:09+00:00,"rennes est déjà un coupe gorge islamo wokiste avec plus de morts liés au narcotrafiquants qu'en seine st denis en 2024, alors avec l'ultra gauche lfiste, il n'y aura plus aucun avenir pour nous enfants",anti-left,anti-left,islamophobic
WOKE,wokiste,189,2025-04-11 16:47:01+00:00,"oui, on devrait prendre exemple sur eux, pas sur vous, espèce de merde qui traitez de wokiste une femme juste parce qu’elle fait du sport.",none of the above,none of the above,anti-left
WOKE,wokisme,187,2025-04-13 15:18:04+00:00,le wokisme n'existe pas. c'est un terme des conservateurs autoritaire pour stigmatiser toutes critiques.,none of the above,none of the above,none of the above
WOKE,woke,81,2025-04-19 09:55:11+00:00,"ne nous leurrons pas: la france prête à accueillir les chercheurs du monde entier, donc essentiellement des woke. une vraie fausse bonne idée car on est déjà bien pourvus et ils détruisent l’esprit républicain",anti-left,anti-left,anti-left
WOKE,woke,181,2025-04-22 11:18:04+00:00,"que des gens des politiques de droite. c'est factuel. après tu peut faire le woke et me dire que le bleu c'est rouge et le rouge bleu ya pas de genres, ya pas de bords en politique etc. mais ça n'en restera pas moins faux factuellement",none of the above,anti-left,anti-left
WOKE,woke,185,2025-04-22 17:00:58+00:00,la gauche la définition est woke sinon t’es pas de gauche 🤨 de plus le mot woke n’est qu’un mot foure tout fait pour s’en prendre à la gauche rien que l’utiliser c’est ne pas être de gauche,none of the above,none of the above,none of the above
WOKE,wokiste,88,2025-04-26 09:18:24+00:00,"l'antisémitisme revient très fort dans l'empire progressiste, le nouveau socialisme, 🇪🇺, l'occident wokiste, appelez comme vous voulez mais entendez le bruit des bottes.",anti-left,anti-left,none of the above
WOKE,woke,183,2025-04-26 10:22:51+00:00,après je pense je suis trop woke pour certaines séries car dès fois ça me trigger trop. surtout le traitement des femmes. j'arrive même plus à regarder du divertissement ndeyssane 💀,none of the above,none of the above,none of the above
WOKE,wokisme,83,2025-04-29 17:09:52+00:00,"amis musulmans, ne votez surtout pas / plus pour la gauche et l'extrême-gauche. ils vous manipulent, vous utilisent. ils sont dans le wokisme complet aussi ! rejoignez les patriotes ! vous devez faire bloc. il faut en finir avec le ""seulement 10% des musulmans votent rn"".",anti-left,anti-left,anti-left
WOKE,woke,85,2025-04-30 11:38:48+00:00,"les woke avec leur concept ""d'evolution"" non monsieur,la presence de l'islam est un accident total, du a une folie appelée le regoupement familial qui a soudainement vu l'intrusion d'une civilisation ennemie de la notre depuis l'avenment de l'islam. islam = conquete. rien d'autre",islamophobic,islamophobic,islamophobic
WOKE,wokisme,86,2025-05-01 10:30:39+00:00,"puisque le wokisme a détruit la connaissance objective, on peut arriver à l'université avec une connaissance islamiste du monde et dire voici la vérité",islamophobic,islamophobic,anti-left
WOMEN'S RIGHTS,droit des femmes,191,2024-07-19 13:06:48+00:00,faut vraiment être un connard raciste et miso pour pas comprendre la diff entre « défendre le port du voile » et « défendre le droit des femmes à porter ce qu’elles veulent »,none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,195,2024-07-30 13:11:48+00:00,"le seul sens dans lequel elle n’a pas tord est de dire qu’une femme peut faire ce qu’elle veut. qu’elle veuille faire une carrière ou être femme au foyer, ca devrait être un choix. l’un n’est pas plus important que l’autre, et ça s’applique aux hommes.",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,199,2024-08-12 18:07:23+00:00,"a l'exception des cas de l'iran et de l'arabie saoudite, beaucoup de femmes portent le voile pour suivre un cheminement spirituel et repondre à une prescription religieuse comme pour nos sœurs chrétiennes ou juives qui sont pratiquantes. il ne s'agit en aucun cas d'égalité f/h",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,200,2024-08-14 16:33:02+00:00,"et au-delà de tous les éléments """"culturels"""" que ça inclut, en france sous la république, on a la particularité par habitude de pas trop définir l'identité par la pratique de ces habitudes culturelles mais par l'adhésion aux valeurs de la france (liberté, droits des femmes...)",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,194,2024-08-21 23:15:58+00:00,"mon intention était de souligner que les mariages forcés, l’oppression des femmes, ou tout autre abus sont des problèmes universels qui doivent être combattus partout où ils se manifestent.",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,droit des femmes,192,2024-09-23 18:06:57+00:00,"🟣merci aux camarades des différents organisations syndicales pour ce travail 🟣 « nos organisations s’opposent à toute menace qui vise à remettre en question le droit à l’avortement, et le droit des femmes et des minorités de genre à disposer librement de leur corps. » 👇🏽",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,197,2024-09-28 20:40:01+00:00,"une fois de plus, dans notre ville, des militants racistes instrumentalisent la cause des femmes pour déverser leur haine.",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,femme,198,2024-11-13 10:37:28+00:00,"ben c'est faux, certaines le portent parfois et ça ne les empêche pas de manifester. il suffit d'écouter ces femmes, pas les fantasmes de ceux qui ne vivent pas là-bas. elles protestent contre l'islamisme radical, et la tyrannie qu'elles subissent. et je ne suis pas pour le port!",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,droit des femmes,91,2025-01-09 06:31:36+00:00,oui la religion c’est à la maison c’est un symbole d’exclusion de revendications et de recul du droit des femmes.,islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,196,2025-03-05 06:00:11+00:00,"défendre la cause des femmes en promouvant la suppression du planning familial ? ou peut etre en plafonnant les aides sociales au smic ? en affirmant que ""les familles monoparentales sont une plaie ?"" vous vous moquez de qui exactement ?",none of the above,none of the above,none of the above
WOMEN'S RIGHTS,droit des femmes,93,2025-03-08 13:29:17+00:00,"ces gens sont à corriger durement tellement d'ignorance les pro palestiniens méprisent eux même le droit des femmes car chez eux il n'y en a pas nous devons rester neutres dans un pays de ""paix"". les juifs de france sont inquiets et ne font même pas de manif nous sommes en france",islamophobic,anti-left,none of the above
WOMEN'S RIGHTS,droit des femmes,96,2025-03-08 14:34:31+00:00,islamistes ? 2000 ans d'histoire où vos ancêtres se sont battus au prix du sang pour vivre en pays libre. issa -jésus est mort pour vos droits et offrir une terre d'accueil. les musulmans ne respectent aucun droit des femmes ! le mensonge vous a vaincu. la france est chrétienne.,islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,97,2025-03-27 21:47:47+00:00,"inviter des femmes voilées pour dire quoi, que c'est leur choix ? que c'est un symbole de liberté et d'émancipation de la femme ??? on connaît, aucun intérêt pour ces débats et surtout on sait que c'est faux. même le coran dit que c'est un objet de soumission. il faudrait inviter des ex-musulmanes, ces femmes qui un jour ont rallumé leur cerveau et ont donc apostasié, là oui. elles au moins pourraient parler du voile de manière objective et avoir une vraie valeur ajoutée dans ces débats.",islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,99,2025-03-30 17:36:26+00:00,"quid du voile, outil de domination et de soumission des femmes, d'imposition, d'une religion patriarcale devenue raciste, expansionniste, colonisatrice, génocidaire. oops. les mêmes qui manifestent contre eux mêmes, ""les fachistes"", à chaque occasion.",islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,droit des femmes,92,2025-04-16 18:07:07+00:00,parlez svp du fait que nos ancêtres femmes en france n’ont eu le droit de vote que depuis 1944 soit 80 ans c tout et le voile aujourd’hui va faire reculer le droit des femmes. la religion c a la maison les françaises ne doivent pas avoir honte du regard des gens pour l’enlever,islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,100,2025-04-16 18:12:40+00:00,ces hommes qui jugent les femmes non voilées avec leur jogging basket short tee short qu’ils refusent aux femmes même l’été. j’y crois pas qu’on en soit là en 2025. quand j’étais petite aucunes de mes amies n’étaient voilées pourquoi aujourd’hui dès la primaire elles le sont ??,islamophobic,none of the above,islamophobic
WOMEN'S RIGHTS,femme,94,2025-04-17 00:30:36+00:00,"devant sa porte, une femme non voilée galérait avec une table. je propose mon aide mais pas mieux. je dis : ""mon mari arrive, il va vous aider."" elle disparait et revient voilée jusqu'aux genoux ! vu l'engin, à quel moment a-t-elle cru que mon mari aurait des tentations ?🤔",islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,98,2025-04-21 08:47:35+00:00,une jupe courte fait d'une femme une pute ? et on s'étonne que vous voiliez les votre en ne sachant pas garder votre zgueg dans votre pantalon ! c'est à vous qu'on devrait bander les yeux en fait et non pas imposer le voile aux femmes !!,islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,femme,95,2025-04-29 20:50:48+00:00,je n'ai pas à l'esprit un seul exemple de femme voilée agressée/ tuée (sauf attentats de masse) : il faut croire que cette identification les protège... y aurait il un lien avec la religion la plus fréquente des agresseurs ???,islamophobic,islamophobic,islamophobic
WOMEN'S RIGHTS,droit des femmes,193,2025-05-03 21:43:18+00:00,"mais pendant ce temps-là en france, des mongoliennes défendent le droit des femmes à être voilées et se plier à une religion",none of the above,islamophobic,none of the above